5386,,,,,,,,
Leo,IC     591,10,7,30,+,12,16,0
Sex,IC     592,10,7,54,-,2,30,0
Sex,IC     593,10,8,18,-,2,32,0
Sex,IC     594,10,8,36,-,0,40,0
Leo,IC     595,10,9,42,+,11,0,0
Leo,IC     596,10,10,36,+,10,2,0
Sex,IC     597,10,10,12,-,6,54,0
UMa,IC     598,10,13,6,+,43,14,0
Sex,IC     599,10,13,18,-,5,38,0
Sex,IC     600,10,17,12,-,3,30,0
Leo,IC     601,10,18,12,+,7,2,0
Leo,IC     602,10,18,18,+,7,3,0
Sex,IC     603,10,19,24,-,5,39,0
UMa,IC     604,10,23,48,+,57,2,0
Sex,IC     605,10,22,24,+,1,12,0
Leo,IC     606,10,23,30,+,10,58,0
Leo,IC     607,10,24,12,+,16,45,0
